"total_count","gender","district","municipality","ward","beneficiary_type","vulnerable","benef_from","dcode"
"2","Female","Kavrepalanchowk","Dhulikhel  Municipality","5","RTB","N","RS_RV_RTB","24"
"4","Female","Kavrepalanchowk","Dhulikhel  Municipality","5","RTB","N","SURVEY_RTB","24"
"3","Female","Kavrepalanchowk","Dhulikhel  Municipality","6","RCB","N","RS_RV_RCB","24"
"25","Female","Kavrepalanchowk","Dhulikhel  Municipality","6","RCB","N","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Dhulikhel  Municipality","6","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","6","RTB","N","GRIEVANCE_RTB_II","24"
"4","Female","Kavrepalanchowk","Dhulikhel  Municipality","6","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","6","RTB","N","SURVEY_RTB","24"
"6","Female","Kavrepalanchowk","Dhulikhel  Municipality","7","RCB","N","GRIEVANCE_PHASE_I","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","7","RCB","N","GRIEVANCE_RCB_II","24"
"8","Female","Kavrepalanchowk","Dhulikhel  Municipality","7","RCB","N","RS_RV_RCB","24"
"39","Female","Kavrepalanchowk","Dhulikhel  Municipality","7","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","7","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","7","RTB","N","RS_RV_RTB","24"
"14","Female","Kavrepalanchowk","Dhulikhel  Municipality","8","RCB","N","GRIEVANCE_PHASE_I","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","8","RCB","N","GRIEVANCE_RCB_II","24"
"13","Female","Kavrepalanchowk","Dhulikhel  Municipality","8","RCB","N","RS_RV_RCB","24"
"147","Female","Kavrepalanchowk","Dhulikhel  Municipality","8","RCB","N","SURVEY_RCB","24"
"9","Female","Kavrepalanchowk","Dhulikhel  Municipality","8","RCB","Y","SURVEY_RCB","24"
"6","Female","Kavrepalanchowk","Dhulikhel  Municipality","8","RTB","N","RS_RV_RTB","24"
"46","Female","Kavrepalanchowk","Dhulikhel  Municipality","9","RCB","N","RS_RV_RCB","24"
"167","Female","Kavrepalanchowk","Dhulikhel  Municipality","9","RCB","N","SURVEY_RCB","24"
"11","Female","Kavrepalanchowk","Dhulikhel  Municipality","9","RCB","Y","SURVEY_RCB","24"
"7","Female","Kavrepalanchowk","Dhulikhel  Municipality","9","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","9","RTB","N","SURVEY_RTB","24"
"8","Female","Kavrepalanchowk","Dhulikhel  Municipality","10","RCB","N","GRIEVANCE_PHASE_I","24"
"7","Female","Kavrepalanchowk","Dhulikhel  Municipality","10","RCB","N","RS_RV_RCB","24"
"71","Female","Kavrepalanchowk","Dhulikhel  Municipality","10","RCB","N","SURVEY_RCB","24"
"3","Female","Kavrepalanchowk","Dhulikhel  Municipality","10","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Dhulikhel  Municipality","10","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","Dhulikhel  Municipality","11","RCB","N","GRIEVANCE_PHASE_I","24"
"16","Female","Kavrepalanchowk","Dhulikhel  Municipality","11","RCB","N","RS_RV_RCB","24"
"123","Female","Kavrepalanchowk","Dhulikhel  Municipality","11","RCB","N","SURVEY_RCB","24"
"11","Female","Kavrepalanchowk","Dhulikhel  Municipality","11","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Dhulikhel  Municipality","11","RTB","N","RS_RV_RTB","24"
"5","Female","Kavrepalanchowk","Dhulikhel  Municipality","11","RTB","N","SURVEY_RTB","24"
"11","Female","Kavrepalanchowk","Dhulikhel  Municipality","12","RCB","N","GRIEVANCE_PHASE_I","24"
"16","Female","Kavrepalanchowk","Dhulikhel  Municipality","12","RCB","N","RS_RV_RCB","24"
"90","Female","Kavrepalanchowk","Dhulikhel  Municipality","12","RCB","N","SURVEY_RCB","24"
"8","Female","Kavrepalanchowk","Dhulikhel  Municipality","12","RCB","Y","SURVEY_RCB","24"
"13","Female","Kavrepalanchowk","Dhulikhel  Municipality","12","RTB","N","RS_RV_RTB","24"
"18","Female","Kavrepalanchowk","Dhulikhel  Municipality","12","RTB","N","SURVEY_RTB","24"
"2","Female","Kavrepalanchowk","Khanikhola Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","24"
"13","Female","Kavrepalanchowk","Khanikhola Rural Municipality","1","RCB","N","RS_RV_RCB","24"
"30","Female","Kavrepalanchowk","Khanikhola Rural Municipality","1","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","1","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","1","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","GRB","N","RS_RV_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","GRB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","24"
"6","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","RCB","N","RS_RV_RCB","24"
"21","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","RCB","N","SURVEY_RCB","24"
"4","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","Khanikhola Rural Municipality","2","RTB","N","SURVEY_RTB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","24"
"7","Female","Kavrepalanchowk","Khanikhola Rural Municipality","3","RCB","N","RS_RV_RCB","24"
"24","Female","Kavrepalanchowk","Khanikhola Rural Municipality","3","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","3","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","3","RTB","N","RS_RV_RTB","24"
"5","Female","Kavrepalanchowk","Khanikhola Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","24"
"61","Female","Kavrepalanchowk","Khanikhola Rural Municipality","4","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","4","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","4","RTB","N","SURVEY_RTB","24"
"3","Female","Kavrepalanchowk","Khanikhola Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","24"
"10","Female","Kavrepalanchowk","Khanikhola Rural Municipality","5","RCB","N","RS_RV_RCB","24"
"29","Female","Kavrepalanchowk","Khanikhola Rural Municipality","5","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","5","RCB","Y","SURVEY_RCB","24"
"8","Female","Kavrepalanchowk","Khanikhola Rural Municipality","5","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","5","RTB","N","SURVEY_RTB","24"
"2","Female","Kavrepalanchowk","Khanikhola Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","24"
"6","Female","Kavrepalanchowk","Khanikhola Rural Municipality","6","RCB","N","RS_RV_RCB","24"
"67","Female","Kavrepalanchowk","Khanikhola Rural Municipality","6","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Khanikhola Rural Municipality","6","RCB","Y","SURVEY_RCB","24"
"9","Female","Kavrepalanchowk","Khanikhola Rural Municipality","6","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","Khanikhola Rural Municipality","6","RTB","N","SURVEY_RTB","24"
"5","Female","Kavrepalanchowk","Khanikhola Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","24"
"10","Female","Kavrepalanchowk","Khanikhola Rural Municipality","7","RCB","N","RS_RV_RCB","24"
"51","Female","Kavrepalanchowk","Khanikhola Rural Municipality","7","RCB","N","SURVEY_RCB","24"
"3","Female","Kavrepalanchowk","Khanikhola Rural Municipality","7","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Khanikhola Rural Municipality","7","RTB","N","RS_RV_RTB","24"
"3","Female","Kavrepalanchowk","Khanikhola Rural Municipality","7","RTB","N","SURVEY_RTB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","1","RCB","N","MANUAL","24"
"16","Female","Kavrepalanchowk","Mahabharat Rural Municipality","1","RCB","N","RS_RV_RCB","24"
"49","Female","Kavrepalanchowk","Mahabharat Rural Municipality","1","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","1","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","24"
"5","Female","Kavrepalanchowk","Mahabharat Rural Municipality","2","RCB","N","RS_RV_RCB","24"
"31","Female","Kavrepalanchowk","Mahabharat Rural Municipality","2","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","2","RTB","N","MANUAL","24"
"3","Female","Kavrepalanchowk","Mahabharat Rural Municipality","2","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","2","RTB","N","SURVEY_RTB","24"
"7","Female","Kavrepalanchowk","Mahabharat Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","3","RCB","N","RS_RV_RCB","24"
"52","Female","Kavrepalanchowk","Mahabharat Rural Municipality","3","RCB","N","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","3","RTB","N","SURVEY_RTB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","4","RCB","N","RS_RV_RCB","24"
"26","Female","Kavrepalanchowk","Mahabharat Rural Municipality","4","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","4","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","4","RTB","N","RS_RV_RTB","24"
"9","Female","Kavrepalanchowk","Mahabharat Rural Municipality","4","RTB","N","SURVEY_RTB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","5","RCB","N","RS_RV_RCB","24"
"33","Female","Kavrepalanchowk","Mahabharat Rural Municipality","5","RCB","N","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","5","RCB","Y","SURVEY_RCB","24"
"5","Female","Kavrepalanchowk","Mahabharat Rural Municipality","5","RTB","N","SURVEY_RTB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","6","RCB","N","MANUAL","24"
"25","Female","Kavrepalanchowk","Mahabharat Rural Municipality","6","RCB","N","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","6","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","6","RTB","N","MANUAL","24"
"4","Female","Kavrepalanchowk","Mahabharat Rural Municipality","6","RTB","N","SURVEY_RTB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","24"
"43","Female","Kavrepalanchowk","Mahabharat Rural Municipality","7","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","Mahabharat Rural Municipality","7","RCB","Y","SURVEY_RCB","24"
"5","Female","Kavrepalanchowk","Mahabharat Rural Municipality","7","RTB","N","SURVEY_RTB","24"
"12","Female","Kavrepalanchowk","Mahabharat Rural Municipality","8","RCB","N","RS_RV_RCB","24"
"19","Female","Kavrepalanchowk","Mahabharat Rural Municipality","8","RCB","N","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","Mahabharat Rural Municipality","8","RCB","Y","SURVEY_RCB","24"
"5","Female","Kavrepalanchowk","Mahabharat Rural Municipality","8","RTB","N","RS_RV_RTB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","1","RCB","N","GRIEVANCE_PHASE_I","24"
"10","Female","Kavrepalanchowk","MandanDeupur  Municipality","1","RCB","N","RS_RV_RCB","24"
"59","Female","Kavrepalanchowk","MandanDeupur  Municipality","1","RCB","N","SURVEY_RCB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","1","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","1","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","1","RTB","N","SURVEY_RTB","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","2","RCB","N","GRIEVANCE_PHASE_I","24"
"9","Female","Kavrepalanchowk","MandanDeupur  Municipality","2","RCB","N","RS_RV_RCB","24"
"63","Female","Kavrepalanchowk","MandanDeupur  Municipality","2","RCB","N","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","2","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","2","RTB","N","SURVEY_RTB","24"
"20","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RCB","N","GRIEVANCE_PHASE_I","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RCB","N","GRIEVANCE_RCB_II","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RCB","N","RS_RV_RCB","24"
"73","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RCB","N","SURVEY_RCB","24"
"5","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","3","RTB","N","SURVEY_RTB","24"
"6","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RCB","N","GRIEVANCE_PHASE_I","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RCB","N","GRIEVANCE_RCB_II","24"
"6","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RCB","N","RS_RV_RCB","24"
"107","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RCB","N","SURVEY_RCB","24"
"6","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","4","RTB","N","SURVEY_RTB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","GRB","N","RS_RV_RCB","24"
"7","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RCB","N","GRIEVANCE_PHASE_I","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RCB","N","GRIEVANCE_RCB_II","24"
"20","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RCB","N","RS_RV_RCB","24"
"91","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RCB","N","SURVEY_RCB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RCB","Y","SURVEY_RCB","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","5","RTB","N","SURVEY_RTB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","GRB","N","RS_RV_RCB","24"
"5","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","RCB","N","GRIEVANCE_PHASE_I","24"
"11","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","RCB","N","RS_RV_RCB","24"
"78","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","RCB","N","SURVEY_RCB","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","6","RTB","N","SURVEY_RTB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","7","RCB","N","GRIEVANCE_PHASE_I","24"
"7","Female","Kavrepalanchowk","MandanDeupur  Municipality","7","RCB","N","RS_RV_RCB","24"
"112","Female","Kavrepalanchowk","MandanDeupur  Municipality","7","RCB","N","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","MandanDeupur  Municipality","7","RCB","N","SURVEY_RTB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","7","RCB","Y","SURVEY_RCB","24"
"11","Female","Kavrepalanchowk","MandanDeupur  Municipality","8","RCB","N","GRIEVANCE_PHASE_I","24"
"10","Female","Kavrepalanchowk","MandanDeupur  Municipality","8","RCB","N","RS_RV_RCB","24"
"87","Female","Kavrepalanchowk","MandanDeupur  Municipality","8","RCB","N","SURVEY_RCB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","8","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","8","RTB","N","RS_RV_RTB","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","8","RTB","N","SURVEY_RTB","24"
"17","Female","Kavrepalanchowk","MandanDeupur  Municipality","9","RCB","N","GRIEVANCE_PHASE_I","24"
"8","Female","Kavrepalanchowk","MandanDeupur  Municipality","9","RCB","N","RS_RV_RCB","24"
"111","Female","Kavrepalanchowk","MandanDeupur  Municipality","9","RCB","N","SURVEY_RCB","24"
"10","Female","Kavrepalanchowk","MandanDeupur  Municipality","9","RCB","Y","SURVEY_RCB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","9","RTB","N","RS_RV_RTB","24"
"2","Female","Kavrepalanchowk","MandanDeupur  Municipality","9","RTB","N","SURVEY_RTB","24"
"6","Female","Kavrepalanchowk","MandanDeupur  Municipality","10","RCB","N","GRIEVANCE_PHASE_I","24"
"7","Female","Kavrepalanchowk","MandanDeupur  Municipality","10","RCB","N","RS_RV_RCB","24"
"83","Female","Kavrepalanchowk","MandanDeupur  Municipality","10","RCB","N","SURVEY_RCB","24"
"17","Female","Kavrepalanchowk","MandanDeupur  Municipality","10","RCB","Y","SURVEY_RCB","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","11","GRB","N","RS_RV_RCB","24"
"8","Female","Kavrepalanchowk","MandanDeupur  Municipality","11","RCB","N","GRIEVANCE_PHASE_I","24"
"3","Female","Kavrepalanchowk","MandanDeupur  Municipality","11","RCB","N","GRIEVANCE_RCB_II","24"
"5","Female","Kavrepalanchowk","MandanDeupur  Municipality","11","RCB","N","RS_RV_RCB","24"
"95","Female","Kavrepalanchowk","MandanDeupur  Municipality","11","RCB","N","SURVEY_RCB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","11","RCB","Y","SURVEY_RCB","24"
"4","Female","Kavrepalanchowk","MandanDeupur  Municipality","12","RCB","N","GRIEVANCE_PHASE_I","24"
"9","Female","Kavrepalanchowk","MandanDeupur  Municipality","12","RCB","N","RS_RV_RCB","24"
"104","Female","Kavrepalanchowk","MandanDeupur  Municipality","12","RCB","N","SURVEY_RCB","24"
"8","Female","Kavrepalanchowk","MandanDeupur  Municipality","12","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","MandanDeupur Urban Municipality","4","RCB","N","MANUAL","24"
"2","Female","Kavrepalanchowk","MandanDeupur Urban Municipality","7","RCB","N","MANUAL","24"
"12","Female","Kavrepalanchowk","NamoBuddha  Municipality","1","RCB","N","GRIEVANCE_PHASE_I","24"
"12","Female","Kavrepalanchowk","NamoBuddha  Municipality","1","RCB","N","RS_RV_RCB","24"
"84","Female","Kavrepalanchowk","NamoBuddha  Municipality","1","RCB","N","SURVEY_RCB","24"
"7","Female","Kavrepalanchowk","NamoBuddha  Municipality","1","RCB","Y","SURVEY_RCB","24"
"17","Female","Kavrepalanchowk","NamoBuddha  Municipality","1","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","NamoBuddha  Municipality","1","RTB","N","SURVEY_RTB","24"
"6","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RCB","N","GRIEVANCE_PHASE_I","24"
"13","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RCB","N","RS_RV_RCB","24"
"113","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RCB","N","SURVEY_RCB","24"
"12","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RCB","Y","SURVEY_RCB","24"
"1","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RTB","N","GRIEVANCE_RTB_II","24"
"14","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RTB","N","RS_RV_RTB","24"
"1","Female","Kavrepalanchowk","NamoBuddha  Municipality","2","RTB","N","SURVEY_RTB","24"
"1","Female","Kavrepalanchowk","NamoBuddha  Municipality","3","GRB","N","RS_RV_RCB","24"
"9","Female","Kavrepalanchowk","NamoBuddha  Municipality","3","RCB","N","GRIEVANCE_PHASE_I","24"
"4","Female","Kavrepalanchowk","NamoBuddha  Municipality","3","RCB","N","GRIEVANCE_RCB_II","24"
"8","Female","Kavrepalanchowk","NamoBuddha  Municipality","3","RCB","N","RS_RV_RCB","24"
"121","Female","Kavrepalanchowk","NamoBuddha  Municipality","3","RCB","N","SURVEY_RCB","24"
